leaveid,employeeid,leavetype,startdate,enddate,days,leave_year,leave_month,leave_quarter,leave_day_of_week,leave_month_name,calculated_days,leave_duration_category,is_sick_leave,is_vacation,is_personal,is_maternity_paternity,total_leave_days,leave_count,avg_leave_duration,sick_leave_count,vacation_count,personal_leave_count,maternity_paternity_count,prev_leave_end,days_since_last_leave,leave_sequence,season,starts_on_weekend,starts_on_monday,starts_on_friday
LEAVE-5470,PNR-2094,Vacation,2019-10-14,2019-10-18,5.0,2019,10,4,Monday,October,5,Medium (4-7 days),0,1,0,0,17.0,5,3.4,0,2,1,2,2018-08-12,428.0,2,Fall,0,1,0
LEAVE-5468,PNR-2094,Maternity/Paternity,2021-09-14,2021-09-16,3.0,2021,9,3,Tuesday,September,3,Short (2-3 days),0,0,0,1,17.0,5,3.4,0,2,1,2,2019-10-18,697.0,3,Fall,0,0,0
LEAVE-5466,PNR-2094,Maternity/Paternity,2022-06-14,2022-06-15,2.0,2022,6,2,Tuesday,June,2,Short (2-3 days),0,0,0,1,17.0,5,3.4,0,2,1,2,2021-09-16,271.0,4,Summer,0,0,0
LEAVE-5469,PNR-2094,Vacation,2024-08-23,2024-08-24,2.0,2024,8,3,Friday,August,2,Short (2-3 days),0,1,0,0,17.0,5,3.4,0,2,1,2,2022-06-15,800.0,5,Summer,0,0,1
LEAVE-5471,PNR-2095,Personal Leave,2021-06-23,2021-06-24,2.0,2021,6,2,Wednesday,June,2,Short (2-3 days),0,0,1,0,17.0,4,4.2,1,1,1,1,,,1,Summer,0,0,0
LEAVE-5475,PNR-2095,Vacation,2021-07-02,2021-07-03,2.0,2021,7,3,Friday,July,2,Short (2-3 days),0,1,0,0,17.0,4,4.2,1,1,1,1,2021-06-24,8.0,2,Summer,0,0,1
LEAVE-5474,PNR-2095,Sick Leave,2022-03-18,2022-03-27,10.0,2022,3,1,Friday,March,10,Long (8-14 days),1,0,0,0,17.0,4,4.2,1,1,1,1,2021-07-03,258.0,3,Spring,0,0,1
LEAVE-5473,PNR-2095,Maternity/Paternity,2023-04-19,2023-04-21,3.0,2023,4,2,Wednesday,April,3,Short (2-3 days),0,0,0,1,17.0,4,4.2,1,1,1,1,2022-03-27,388.0,4,Spring,0,0,0
LEAVE-5480,PNR-2096,Personal Leave,2019-05-30,2019-06-03,5.0,2019,5,2,Thursday,May,5,Medium (4-7 days),0,0,1,0,19.0,4,4.8,0,0,4,0,,,1,Spring,0,0,0
LEAVE-5478,PNR-2096,Personal Leave,2024-04-23,2024-05-02,10.0,2024,4,2,Tuesday,April,10,Long (8-14 days),0,0,1,0,19.0,4,4.8,0,0,4,0,2019-06-03,1786.0,2,Spring,0,0,0
LEAVE-5477,PNR-2096,Personal Leave,2025-03-11,2025-03-12,2.0,2025,3,1,Tuesday,March,2,Short (2-3 days),0,0,1,0,19.0,4,4.8,0,0,4,0,2024-05-02,313.0,3,Spring,0,0,0
LEAVE-5479,PNR-2096,Personal Leave,2025-03-11,2025-03-12,2.0,2025,3,1,Tuesday,March,2,Short (2-3 days),0,0,1,0,19.0,4,4.8,0,0,4,0,2025-03-12,-1.0,4,Spring,0,0,0
LEAVE-5481,PNR-2097,Vacation,2018-10-27,2018-10-29,3.0,2018,10,4,Saturday,October,3,Short (2-3 days),0,1,0,0,18.0,4,4.5,0,2,1,1,,,1,Fall,1,0,0
LEAVE-5482,PNR-2097,Vacation,2022-01-08,2022-01-17,10.0,2022,1,1,Saturday,January,10,Long (8-14 days),0,1,0,0,18.0,4,4.5,0,2,1,1,2018-10-29,1167.0,2,Winter,1,0,0
LEAVE-5485,PNR-2097,Personal Leave,2022-03-26,2022-03-28,3.0,2022,3,1,Saturday,March,3,Short (2-3 days),0,0,1,0,18.0,4,4.5,0,2,1,1,2022-01-17,68.0,3,Spring,1,0,0
LEAVE-5484,PNR-2097,Maternity/Paternity,2022-10-29,2022-10-30,2.0,2022,10,4,Saturday,October,2,Short (2-3 days),0,0,0,1,18.0,4,4.5,0,2,1,1,2022-03-28,215.0,4,Fall,1,0,0
LEAVE-5490,PNR-2098,Maternity/Paternity,2019-06-19,2019-06-19,1.0,2019,6,2,Wednesday,June,1,Single Day,0,0,0,1,7.0,4,1.8,0,0,2,2,,,1,Summer,0,0,0
LEAVE-5488,PNR-2098,Personal Leave,2022-10-07,2022-10-07,1.0,2022,10,4,Friday,October,1,Single Day,0,0,1,0,7.0,4,1.8,0,0,2,2,2019-06-19,1206.0,2,Fall,0,0,1
LEAVE-5487,PNR-2098,Personal Leave,2022-11-30,2022-12-02,3.0,2022,11,4,Wednesday,November,3,Short (2-3 days),0,0,1,0,7.0,4,1.8,0,0,2,2,2022-10-07,54.0,3,Fall,0,0,0
LEAVE-5489,PNR-2098,Maternity/Paternity,2023-09-21,2023-09-22,2.0,2023,9,3,Thursday,September,2,Short (2-3 days),0,0,0,1,7.0,4,1.8,0,0,2,2,2022-12-02,293.0,4,Fall,0,0,0
 LEAVE-5493 ,PNR-2099,Maternity/Paternity,2019-09-01,2019-09-03,3.0,2019,9,3,Sunday,September,3,Short (2-3 days),0,0,0,1,17.0,5,3.4,1,1,2,1,,,1,Fall,1,0,0
LEAVE-5492,PNR-2099,Vacation,2019-09-11,2019-09-15,5.0,2019,9,3,Wednesday,September,5,Medium (4-7 days),0,1,0,0,17.0,5,3.4,1,1,2,1,2019-09-03,8.0,2,Fall,0,0,0
LEAVE-5495,PNR-2099,Personal Leave,2019-10-10,2019-10-12,3.0,2019,10,4,Thursday,October,3,Short (2-3 days),0,0,1,0,17.0,5,3.4,1,1,2,1,2019-09-15,25.0,3,Fall,0,0,0
LEAVE-5491,PNR-2099,Sick Leave,2022-05-13,2022-05-13,1.0,2022,5,2,Friday,May,1,Single Day,1,0,0,0,17.0,5,3.4,1,1,2,1,2019-10-12,944.0,4,Spring,0,0,1
 LEAVE-5494 ,PNR-2099,Personal Leave,2025-04-09,2025-04-13,5.0,2025,4,2,Wednesday,April,5,Medium (4-7 days),0,0,1,0,17.0,5,3.4,1,1,2,1,2022-05-13,1062.0,5,Spring,0,0,0
LEAVE-5497,PNR-2100,Maternity/Paternity,2019-09-10,2019-09-10,1.0,2019,9,3,Tuesday,September,1,Single Day,0,0,0,1,25.0,5,5.0,1,1,2,1,,,1,Fall,0,0,0
LEAVE-5500,PNR-2100,Personal Leave,2021-03-08,2021-03-10,3.0,2021,3,1,Monday,March,3,Short (2-3 days),0,0,1,0,25.0,5,5.0,1,1,2,1,2019-09-10,545.0,2,Spring,0,1,0
LEAVE-10141,PNR-2100,Personal Leave,2022-11-17,2022-11-17,1.0,2022,11,4,Thursday,November,1,Single Day,0,0,1,0,25.0,5,5.0,1,1,2,1,2021-03-10,617.0,3,Fall,0,0,0
LEAVE-5499,PNR-2100,Vacation,2023-01-19,2023-01-28,10.0,2023,1,1,Thursday,January,10,Long (8-14 days),0,1,0,0,25.0,5,5.0,1,1,2,1,2022-11-17,63.0,4,Winter,0,0,0
LEAVE-5496,PNR-2100,Sick Leave,2023-05-03,2023-05-12,10.0,2023,5,2,Wednesday,May,10,Long (8-14 days),1,0,0,0,25.0,5,5.0,1,1,2,1,2023-01-28,95.0,5,Spring,0,0,0
LEAVE-5504,PNR-2101,Vacation,2020-06-05,2020-06-09,5.0,2020,6,2,Friday,June,5,Medium (4-7 days),0,1,0,0,8.0,2,4.0,1,1,0,0,,,1,Summer,0,0,1
LEAVE-5503,PNR-2101,Sick Leave,2025-03-06,2025-03-08,3.0,2025,3,1,Thursday,March,3,Short (2-3 days),1,0,0,0,8.0,2,4.0,1,1,0,0,2020-06-09,1731.0,2,Spring,0,0,0
LEAVE-5506,PNR-2102,Sick Leave,2018-03-22,2018-03-22,1.0,2018,3,1,Thursday,March,1,Single Day,1,0,0,0,10.0,4,2.5,1,1,1,1,,,1,Spring,0,0,0
LEAVE-5510,PNR-2102,Personal Leave,2021-11-30,2021-12-02,3.0,2021,11,4,Tuesday,November,3,Short (2-3 days),0,0,1,0,10.0,4,2.5,1,1,1,1,2018-03-22,1349.0,2,Fall,0,0,0
LEAVE-5507,PNR-2102,Maternity/Paternity,2024-05-09,2024-05-09,1.0,2024,5,2,Thursday,May,1,Single Day,0,0,0,1,10.0,4,2.5,1,1,1,1,2021-12-02,889.0,3,Spring,0,0,0
LEAVE-5508,PNR-2102,Vacation,2025-02-13,2025-02-17,5.0,2025,2,1,Thursday,February,5,Medium (4-7 days),0,1,0,0,10.0,4,2.5,1,1,1,1,2024-05-09,280.0,4,Winter,0,0,0
LEAVE-5513,PNR-2103,Sick Leave,2019-12-05,2019-12-09,5.0,2019,12,4,Thursday,December,5,Medium (4-7 days),1,0,0,0,12.0,5,2.4,2,0,0,3,,,1,Winter,0,0,0
 LEAVE-5511 ,PNR-2103,Maternity/Paternity,2020-07-07,2020-07-09,3.0,2020,7,3,Tuesday,July,3,Short (2-3 days),0,0,0,1,12.0,5,2.4,2,0,0,3,2019-12-09,211.0,2,Summer,0,0,0
LEAVE-5512,PNR-2103,Maternity/Paternity,2021-08-21,2021-08-22,2.0,2021,8,3,Saturday,August,2,Short (2-3 days),0,0,0,1,12.0,5,2.4,2,0,0,3,2020-07-09,408.0,3,Summer,1,0,0
LEAVE-10142,PNR-2103,Maternity/Paternity,2024-11-14,2024-11-14,1.0,2024,11,4,Thursday,November,1,Single Day,0,0,0,1,12.0,5,2.4,2,0,0,3,2021-08-22,1180.0,4,Fall,0,0,0
LEAVE-5515,PNR-2103,Sick Leave,2025-06-07,2025-06-07,1.0,2025,6,2,Saturday,June,1,Single Day,1,0,0,0,12.0,5,2.4,2,0,0,3,2024-11-14,205.0,5,Summer,1,0,0
LEAVE-5519,PNR-2104,Maternity/Paternity,2022-02-07,2022-02-16,10.0,2022,2,1,Monday,February,10,Long (8-14 days),0,0,0,1,30.0,5,6.0,2,1,1,1,,,1,Winter,0,1,0
LEAVE-5520,PNR-2104,Vacation,2022-03-06,2022-03-15,10.0,2022,3,1,Sunday,March,10,Long (8-14 days),0,1,0,0,30.0,5,6.0,2,1,1,1,2022-02-16,18.0,2,Spring,1,0,0
LEAVE-5517,PNR-2104,Sick Leave,2024-04-12,2024-04-16,5.0,2024,4,2,Friday,April,5,Medium (4-7 days),1,0,0,0,30.0,5,6.0,2,1,1,1,2022-03-15,759.0,3,Spring,0,0,1
LEAVE-5518,PNR-2104,Personal Leave,2024-08-16,2024-08-18,3.0,2024,8,3,Friday,August,3,Short (2-3 days),0,0,1,0,30.0,5,6.0,2,1,1,1,2024-04-16,122.0,4,Summer,0,0,1
LEAVE-5516,PNR-2104,Sick Leave,2024-12-22,2024-12-23,2.0,2024,12,4,Sunday,December,2,Short (2-3 days),1,0,0,0,30.0,5,6.0,2,1,1,1,2024-08-18,126.0,5,Winter,1,0,0
LEAVE-5523,PNR-2105,Personal Leave,2018-12-21,2018-12-30,10.0,2018,12,4,Friday,December,10,Long (8-14 days),0,0,1,0,26.0,4,6.5,2,0,1,1,,,1,Winter,0,0,1
LEAVE-5524,PNR-2105,Sick Leave,2018-12-28,2018-12-30,3.0,2018,12,4,Friday,December,3,Short (2-3 days),1,0,0,0,26.0,4,6.5,2,0,1,1,2018-12-30,-2.0,2,Winter,0,0,1
LEAVE-5522,PNR-2105,Sick Leave,2023-05-10,2023-05-12,3.0,2023,5,2,Wednesday,May,3,Short (2-3 days),1,0,0,0,26.0,4,6.5,2,0,1,1,2018-12-30,1592.0,3,Spring,0,0,0
LEAVE-5525,PNR-2105,Maternity/Paternity,2025-07-11,2025-07-20,10.0,2025,7,3,Friday,July,10,Long (8-14 days),0,0,0,1,26.0,4,6.5,2,0,1,1,2023-05-12,791.0,4,Summer,0,0,1
LEAVE-5529,PNR-2106,Sick Leave,2018-07-02,2018-07-03,2.0,2018,7,3,Monday,July,2,Short (2-3 days),1,0,0,0,12.0,5,2.4,3,1,0,1,,,1,Summer,0,1,0
LEAVE-5527,PNR-2106,Sick Leave,2019-08-17,2019-08-18,2.0,2019,8,3,Saturday,August,2,Short (2-3 days),1,0,0,0,12.0,5,2.4,3,1,0,1,2018-07-03,410.0,2,Summer,1,0,0
LEAVE-5526,PNR-2106,Maternity/Paternity,2021-03-20,2021-03-21,2.0,2021,3,1,Saturday,March,2,Short (2-3 days),0,0,0,1,12.0,5,2.4,3,1,0,1,2019-08-18,580.0,3,Spring,1,0,0
LEAVE-5530,PNR-2106,Sick Leave,2023-01-10,2023-01-12,3.0,2023,1,1,Tuesday,January,3,Short (2-3 days),1,0,0,0,12.0,5,2.4,3,1,0,1,2021-03-21,660.0,4,Winter,0,0,0
LEAVE-5528,PNR-2106,Vacation,2023-03-11,2023-03-13,3.0,2023,3,1,Saturday,March,3,Short (2-3 days),0,1,0,0,12.0,5,2.4,3,1,0,1,2023-01-12,58.0,5,Spring,1,0,0
LEAVE-5533,PNR-2107,Vacation,2019-10-28,2019-11-06,10.0,2019,10,4,Monday,October,10,Long (8-14 days),0,1,0,0,23.0,3,7.7,0,1,2,0,,,1,Fall,0,1,0
LEAVE-5535,PNR-2107,Personal Leave,2023-09-11,2023-09-13,3.0,2023,9,3,Monday,September,3,Short (2-3 days),0,0,1,0,23.0,3,7.7,0,1,2,0,2019-11-06,1405.0,2,Fall,0,1,0
LEAVE-5534,PNR-2107,Personal Leave,2024-11-24,2024-12-03,10.0,2024,11,4,Sunday,November,10,Long (8-14 days),0,0,1,0,23.0,3,7.7,0,1,2,0,2023-09-13,438.0,3,Fall,1,0,0
LEAVE-5538,PNR-2108,Maternity/Paternity,2018-01-10,2018-01-12,3.0,2018,1,1,Wednesday,January,3,Short (2-3 days),0,0,0,1,13.0,5,2.6,0,2,0,3,,,1,Winter,0,0,0
LEAVE-5536,PNR-2108,Maternity/Paternity,2019-12-19,2019-12-20,2.0,2019,12,4,Thursday,December,2,Short (2-3 days),0,0,0,1,13.0,5,2.6,0,2,0,3,2018-01-12,706.0,2,Winter,0,0,0
LEAVE-5540,PNR-2108,Vacation,2023-01-10,2023-01-11,2.0,2023,1,1,Tuesday,January,2,Short (2-3 days),0,1,0,0,13.0,5,2.6,0,2,0,3,2019-12-20,1117.0,3,Winter,0,0,0
LEAVE-10143,PNR-2108,Vacation,2024-09-29,2024-09-29,1.0,2024,9,3,Sunday,September,1,Single Day,0,1,0,0,13.0,5,2.6,0,2,0,3,2023-01-11,627.0,4,Fall,1,0,0
LEAVE-5537,PNR-2108,Maternity/Paternity,2024-10-24,2024-10-28,5.0,2024,10,4,Thursday,October,5,Medium (4-7 days),0,0,0,1,13.0,5,2.6,0,2,0,3,2024-09-29,25.0,5,Fall,0,0,0
LEAVE-5545,PNR-2109,Personal Leave,2018-08-16,2018-08-25,10.0,2018,8,3,Thursday,August,10,Long (8-14 days),0,0,1,0,23.0,5,4.6,2,1,1,1,,,1,Summer,0,0,0
LEAVE-5542,PNR-2109,Sick Leave,2019-09-19,2019-09-20,2.0,2019,9,3,Thursday,September,2,Short (2-3 days),1,0,0,0,23.0,5,4.6,2,1,1,1,2018-08-25,390.0,2,Fall,0,0,0
LEAVE-5543,PNR-2109,Sick Leave,2020-07-06,2020-07-10,5.0,2020,7,3,Monday,July,5,Medium (4-7 days),1,0,0,0,23.0,5,4.6,2,1,1,1,2019-09-20,290.0,3,Summer,0,1,0
 LEAVE-5541 ,PNR-2109,Maternity/Paternity,2021-12-25,2021-12-25,1.0,2021,12,4,Saturday,December,1,Single Day,0,0,0,1,23.0,5,4.6,2,1,1,1,2020-07-10,533.0,4,Winter,1,0,0
LEAVE-5544,PNR-2109,Vacation,2023-04-01,2023-04-05,5.0,2023,4,2,Saturday,April,5,Medium (4-7 days),0,1,0,0,23.0,5,4.6,2,1,1,1,2021-12-25,462.0,5,Spring,1,0,0
LEAVE-10144,PNR-2110,Personal Leave,2018-10-11,2018-10-13,3.0,2018,10,4,Thursday,October,3,Short (2-3 days),0,0,1,0,21.0,5,4.2,1,1,3,0,,,1,Fall,0,0,0
LEAVE-5550,PNR-2110,Personal Leave,2018-10-26,2018-10-27,2.0,2018,10,4,Friday,October,2,Short (2-3 days),0,0,1,0,21.0,5,4.2,1,1,3,0,2018-10-13,13.0,2,Fall,0,0,1
LEAVE-5547,PNR-2110,Vacation,2022-02-02,2022-02-11,10.0,2022,2,1,Wednesday,February,10,Long (8-14 days),0,1,0,0,21.0,5,4.2,1,1,3,0,2018-10-27,1194.0,3,Winter,0,0,0
 LEAVE-5549 ,PNR-2110,Sick Leave,2024-09-08,2024-09-08,1.0,2024,9,3,Sunday,September,1,Single Day,1,0,0,0,21.0,5,4.2,1,1,3,0,2022-02-11,940.0,4,Fall,1,0,0
LEAVE-5548,PNR-2110,Personal Leave,2025-03-28,2025-04-01,5.0,2025,3,1,Friday,March,5,Medium (4-7 days),0,0,1,0,21.0,5,4.2,1,1,3,0,2024-09-08,201.0,5,Spring,0,0,1
LEAVE-5554,PNR-2111,Personal Leave,2019-02-25,2019-02-25,1.0,2019,2,1,Monday,February,1,Single Day,0,0,1,0,15.0,4,3.8,0,1,2,1,,,1,Winter,0,1,0
LEAVE-5555,PNR-2111,Maternity/Paternity,2022-03-03,2022-03-05,3.0,2022,3,1,Thursday,March,3,Short (2-3 days),0,0,0,1,15.0,4,3.8,0,1,2,1,2019-02-25,1102.0,2,Spring,0,0,0
LEAVE-5552,PNR-2111,Vacation,2023-06-21,2023-06-21,1.0,2023,6,2,Wednesday,June,1,Single Day,0,1,0,0,15.0,4,3.8,0,1,2,1,2022-03-05,473.0,3,Summer,0,0,0
LEAVE-5553,PNR-2111,Personal Leave,2023-10-18,2023-10-27,10.0,2023,10,4,Wednesday,October,10,Long (8-14 days),0,0,1,0,15.0,4,3.8,0,1,2,1,2023-06-21,119.0,4,Fall,0,0,0
LEAVE-5557,PNR-2112,Unknown,2018-06-20,2018-06-24,5.0,2018,6,2,Wednesday,June,5,Medium (4-7 days),0,0,0,0,28.0,5,5.6,1,1,1,0,,,1,Summer,0,0,0
LEAVE-5560,PNR-2112,Sick Leave,2019-04-25,2019-04-29,5.0,2019,4,2,Thursday,April,5,Medium (4-7 days),1,0,0,0,28.0,5,5.6,1,1,1,0,2018-06-24,305.0,2,Spring,0,0,0
LEAVE-5556,PNR-2112,Unknown,2019-08-27,2019-08-29,3.0,2019,8,3,Tuesday,August,3,Short (2-3 days),0,0,0,0,28.0,5,5.6,1,1,1,0,2019-04-29,120.0,3,Summer,0,0,0
LEAVE-5559,PNR-2112,Personal Leave,2022-11-24,2022-12-03,10.0,2022,11,4,Thursday,November,10,Long (8-14 days),0,0,1,0,28.0,5,5.6,1,1,1,0,2019-08-29,1183.0,4,Fall,0,0,0
LEAVE-5558,PNR-2112,Vacation,2023-04-21,2023-04-25,5.0,2023,4,2,Friday,April,5,Medium (4-7 days),0,1,0,0,28.0,5,5.6,1,1,1,0,2022-12-03,139.0,5,Spring,0,0,1
LEAVE-5565,PNR-2113,Vacation,2019-05-17,2019-05-19,3.0,2019,5,2,Friday,May,3,Short (2-3 days),0,1,0,0,17.0,4,4.2,0,2,2,0,,,1,Spring,0,0,1
LEAVE-5563,PNR-2113,Vacation,2020-07-25,2020-07-26,2.0,2020,7,3,Saturday,July,2,Short (2-3 days),0,1,0,0,17.0,4,4.2,0,2,2,0,2019-05-19,433.0,2,Summer,1,0,0
LEAVE-5561,PNR-2113,Personal Leave,2021-05-16,2021-05-25,10.0,2021,5,2,Sunday,May,10,Long (8-14 days),0,0,1,0,17.0,4,4.2,0,2,2,0,2020-07-26,294.0,3,Spring,1,0,0
LEAVE-5562,PNR-2113,Personal Leave,2022-07-22,2022-07-23,2.0,2022,7,3,Friday,July,2,Short (2-3 days),0,0,1,0,17.0,4,4.2,0,2,2,0,2021-05-25,423.0,4,Summer,0,0,1
LEAVE-5570,PNR-2114,Personal Leave,2019-06-15,2019-06-24,10.0,2019,6,2,Saturday,June,10,Long (8-14 days),0,0,1,0,24.0,4,6.0,1,1,2,0,,,1,Summer,1,0,0
LEAVE-5566,PNR-2114,Sick Leave,2020-12-16,2020-12-25,10.0,2020,12,4,Wednesday,December,10,Long (8-14 days),1,0,0,0,24.0,4,6.0,1,1,2,0,2019-06-24,541.0,2,Winter,0,0,0
LEAVE-5567,PNR-2114,Vacation,2022-11-15,2022-11-17,3.0,2022,11,4,Tuesday,November,3,Short (2-3 days),0,1,0,0,24.0,4,6.0,1,1,2,0,2020-12-25,690.0,3,Fall,0,0,0
LEAVE-5568,PNR-2114,Personal Leave,2024-10-26,2024-10-26,1.0,2024,10,4,Saturday,October,1,Single Day,0,0,1,0,24.0,4,6.0,1,1,2,0,2022-11-17,709.0,4,Fall,1,0,0
LEAVE-5574,PNR-2115,Vacation,2018-05-30,2018-06-08,10.0,2018,5,2,Wednesday,May,10,Long (8-14 days),0,1,0,0,15.0,4,3.8,1,1,0,1,,,1,Spring,0,0,0
LEAVE-5571,PNR-2115,Maternity/Paternity,2020-02-22,2020-02-23,2.0,2020,2,1,Saturday,February,2,Short (2-3 days),0,0,0,1,15.0,4,3.8,1,1,0,1,2018-06-08,624.0,2,Winter,1,0,0
LEAVE-5572,PNR-2115,Sick Leave,2023-04-15,2023-04-16,2.0,2023,4,2,Saturday,April,2,Short (2-3 days),1,0,0,0,15.0,4,3.8,1,1,0,1,2020-02-23,1147.0,3,Spring,1,0,0
LEAVE-5573,PNR-2115,Unknown,2025-07-02,2025-07-02,1.0,2025,7,3,Wednesday,July,1,Single Day,0,0,0,0,15.0,4,3.8,1,1,0,1,2023-04-16,808.0,4,Summer,0,0,0
LEAVE-5578,PNR-2116,Sick Leave,2023-10-14,2023-10-16,3.0,2023,10,4,Saturday,October,3,Short (2-3 days),1,0,0,0,8.0,5,1.6,3,1,1,0,,,1,Fall,1,0,0
LEAVE-5579,PNR-2116,Sick Leave,2024-02-18,2024-02-18,1.0,2024,2,1,Sunday,February,1,Single Day,1,0,0,0,8.0,5,1.6,3,1,1,0,2023-10-16,125.0,2,Winter,1,0,0
LEAVE-5580,PNR-2116,Vacation,2024-04-02,2024-04-02,1.0,2024,4,2,Tuesday,April,1,Single Day,0,1,0,0,8.0,5,1.6,3,1,1,0,2024-02-18,44.0,3,Spring,0,0,0
LEAVE-5577,PNR-2116,Sick Leave,2025-05-18,2025-05-18,1.0,2025,5,2,Sunday,May,1,Single Day,1,0,0,0,8.0,5,1.6,3,1,1,0,2024-04-02,411.0,4,Spring,1,0,0
LEAVE-5576,PNR-2116,Personal Leave,2025-10-13,2025-10-14,2.0,2025,10,4,Monday,October,2,Short (2-3 days),0,0,1,0,8.0,5,1.6,3,1,1,0,2025-05-18,148.0,5,Fall,0,1,0
LEAVE-5581,PNR-2117,Maternity/Paternity,2018-10-17,2018-10-21,5.0,2018,10,4,Wednesday,October,5,Medium (4-7 days),0,0,0,1,19.0,4,4.8,1,0,1,2,,,1,Fall,0,0,0
LEAVE-5584,PNR-2117,Personal Leave,2020-06-20,2020-06-22,3.0,2020,6,2,Saturday,June,3,Short (2-3 days),0,0,1,0,19.0,4,4.8,1,0,1,2,2018-10-21,608.0,2,Summer,1,0,0
LEAVE-5585,PNR-2117,Sick Leave,2021-03-28,2021-03-28,1.0,2021,3,1,Sunday,March,1,Single Day,1,0,0,0,19.0,4,4.8,1,0,1,2,2020-06-22,279.0,3,Spring,1,0,0
LEAVE-5583,PNR-2117,Maternity/Paternity,2023-03-24,2023-04-02,10.0,2023,3,1,Friday,March,10,Long (8-14 days),0,0,0,1,19.0,4,4.8,1,0,1,2,2021-03-28,726.0,4,Spring,0,0,1
LEAVE-5587,PNR-2118,Personal Leave,2020-02-14,2020-02-15,2.0,2020,2,1,Friday,February,2,Short (2-3 days),0,0,1,0,11.0,4,2.8,1,2,1,0,,,1,Winter,0,0,1
LEAVE-5586,PNR-2118,Vacation,2021-01-16,2021-01-20,5.0,2021,1,1,Saturday,January,5,Medium (4-7 days),0,1,0,0,11.0,4,2.8,1,2,1,0,2020-02-15,336.0,2,Winter,1,0,0
LEAVE-10145,PNR-2118,Vacation,2021-07-23,2021-07-25,3.0,2021,7,3,Friday,July,3,Short (2-3 days),0,1,0,0,11.0,4,2.8,1,2,1,0,2021-01-20,184.0,3,Summer,0,0,1
LEAVE-5589,PNR-2118,Sick Leave,2022-11-19,2022-11-19,1.0,2022,11,4,Saturday,November,1,Single Day,1,0,0,0,11.0,4,2.8,1,2,1,0,2021-07-25,482.0,4,Fall,1,0,0
LEAVE-5594,PNR-2119,Sick Leave,2018-11-15,2018-11-19,5.0,2018,11,4,Thursday,November,5,Medium (4-7 days),1,0,0,0,29.0,5,5.8,1,1,2,0,,,1,Fall,0,0,0
LEAVE-5591,PNR-2119,Vacation,2019-09-19,2019-09-28,10.0,2019,9,3,Thursday,September,10,Long (8-14 days),0,1,0,0,29.0,5,5.8,1,1,2,0,2018-11-19,304.0,2,Fall,0,0,0
LEAVE-5592,PNR-2119,Unknown,2020-02-24,2020-02-25,2.0,2020,2,1,Monday,February,2,Short (2-3 days),0,0,0,0,29.0,5,5.8,1,1,2,0,2019-09-28,149.0,3,Winter,0,1,0
LEAVE-5593,PNR-2119,Personal Leave,2023-02-10,2023-02-11,2.0,2023,2,1,Friday,February,2,Short (2-3 days),0,0,1,0,29.0,5,5.8,1,1,2,0,2020-02-25,1081.0,4,Winter,0,0,1
LEAVE-5595,PNR-2119,Personal Leave,2023-04-02,2023-04-11,10.0,2023,4,2,Sunday,April,10,Long (8-14 days),0,0,1,0,29.0,5,5.8,1,1,2,0,2023-02-11,50.0,5,Spring,1,0,0
LEAVE-5599,PNR-2120,Sick Leave,2019-04-04,2019-04-04,1.0,2019,4,2,Thursday,April,1,Single Day,1,0,0,0,8.0,5,1.6,3,0,1,1,,,1,Spring,0,0,0
LEAVE-5598,PNR-2120,Sick Leave,2021-03-17,2021-03-17,1.0,2021,3,1,Wednesday,March,1,Single Day,1,0,0,0,8.0,5,1.6,3,0,1,1,2019-04-04,713.0,2,Spring,0,0,0
LEAVE-5600,PNR-2120,Personal Leave,2021-08-12,2021-08-13,2.0,2021,8,3,Thursday,August,2,Short (2-3 days),0,0,1,0,8.0,5,1.6,3,0,1,1,2021-03-17,148.0,3,Summer,0,0,0
LEAVE-5597,PNR-2120,Maternity/Paternity,2025-07-21,2025-07-22,2.0,2025,7,3,Monday,July,2,Short (2-3 days),0,0,0,1,8.0,5,1.6,3,0,1,1,2021-08-13,1438.0,4,Summer,0,1,0
LEAVE-5596,PNR-2120,Sick Leave,2025-09-04,2025-09-05,2.0,2025,9,3,Thursday,September,2,Short (2-3 days),1,0,0,0,8.0,5,1.6,3,0,1,1,2025-07-22,44.0,5,Fall,0,0,0
 LEAVE-5601 ,PNR-2121,Sick Leave,2018-11-03,2018-11-05,3.0,2018,11,4,Saturday,November,3,Short (2-3 days),1,0,0,0,23.0,5,4.6,3,1,0,1,,,1,Fall,1,0,0
LEAVE-5602,PNR-2121,Sick Leave,2019-01-05,2019-01-09,5.0,2019,1,1,Saturday,January,5,Medium (4-7 days),1,0,0,0,23.0,5,4.6,3,1,0,1,2018-11-05,61.0,2,Winter,1,0,0
LEAVE-5605,PNR-2121,Vacation,2022-05-19,2022-05-28,10.0,2022,5,2,Thursday,May,10,Long (8-14 days),0,1,0,0,23.0,5,4.6,3,1,0,1,2019-01-09,1226.0,3,Spring,0,0,0
LEAVE-5603,PNR-2121,Maternity/Paternity,2022-08-05,2022-08-07,3.0,2022,8,3,Friday,August,3,Short (2-3 days),0,0,0,1,23.0,5,4.6,3,1,0,1,2022-05-28,69.0,4,Summer,0,0,1
 LEAVE-5604 ,PNR-2121,Sick Leave,2024-07-10,2024-07-11,2.0,2024,7,3,Wednesday,July,2,Short (2-3 days),1,0,0,0,23.0,5,4.6,3,1,0,1,2022-08-07,703.0,5,Summer,0,0,0
